text	label
Article i advocates	SUPERPAC
Americans for liberty and free enterprise	SUPERPAC
Americans for health	SUPERPAC
Americans for crushing it	SUPERPAC
Truth ends reefer prohibition terp	SUPERPAC
Project politics	SUPERPAC
Brain slug	SUPERPAC
Accelerate west virginia	SUPERPAC
Reform america fund	SUPERPAC
Bc for a better tomorrow	SUPERPAC
Growth & opportunity	SUPERPAC
Coalition for green jobs now!	SUPERPAC
Graduate america	SUPERPAC
Sense in politics	SUPERPAC
Progressives for progress	SUPERPAC
Progressive research organization	SUPERPAC
Pursuing america's greatness	SUPERPAC
Commonwealth forward	SUPERPAC
Wow	SUPERPAC
Restoration	SUPERPAC
Student debt reform	SUPERPAC
Freepac	SUPERPAC
Healthy america	SUPERPAC
Americans against impersonators	SUPERPAC
Alaska priorities	SUPERPAC
College students for democracy	SUPERPAC
United for common sense	SUPERPAC
Texans for public safety	SUPERPAC
Moving chicago forward	SUPERPAC
Conservatives for innovative leadership	SUPERPAC
Progress rhode island	SUPERPAC
The riverside	SUPERPAC
Edu	SUPERPAC
America first nevada	SUPERPAC
Americans for transportation reform inc.	SUPERPAC
Peace, prosperity and purpose for the people	SUPERPAC
Next gen gop	SUPERPAC
Virginia now	SUPERPAC
Able dems	SUPERPAC
Conservative	SUPERPAC
Voices of reason fund, inc.	SUPERPAC
Facts in politics	SUPERPAC
Arizona's bold era	SUPERPAC
America strong and free action, inc.	SUPERPAC
End game now	SUPERPAC
Millennial congress committee aka the congress for a millennial society	SUPERPAC
Georgia blue	SUPERPAC
For the people by the people	SUPERPAC
Draft kristi noem for president	SUPERPAC
Pa lawyer fund	SUPERPAC
Abc	SUPERPAC
Republican people of color advocacy	SUPERPAC
Common folk advocacy	SUPERPAC
Win for nh	SUPERPAC
Americanos	SUPERPAC
Moderate party independent fund	SUPERPAC
The american comeback	SUPERPAC
Vote yes for community housing	SUPERPAC
Protection for privacy	SUPERPAC
1788	SUPERPAC
Green beret	SUPERPAC
Tar heel conservatives	SUPERPAC
No pardons	SUPERPAC
Raise the bar	SUPERPAC
The right voice for new jersey	SUPERPAC
Protect and defend america	SUPERPAC
Americans for secure elections	SUPERPAC
American union	SUPERPAC
Restore truth usa	SUPERPAC
Minnick family committee	SUPERPAC
Connecticut patriots	SUPERPAC
Pennsylvania conservative fund	SUPERPAC
Andy's fight	SUPERPAC
Hoosier future fund	SUPERPAC
Impact vets inc.	SUPERPAC
Toxicwaterusa	SUPERPAC
Leelee's	SUPERPAC
Bluewaveamerica	SUPERPAC
Tas	SUPERPAC
Worthington commons	SUPERPAC
Reset ohio	SUPERPAC
Restore america	SUPERPAC
Long beach victory fund	SUPERPAC
Appsame spac	SUPERPAC
Keeping america strong	SUPERPAC
Americans for conservative government political action committee	SUPERPAC
Conservative hope	SUPERPAC
Digital economy alliance inc	SUPERPAC
The freedom forward fund	SUPERPAC
Conservative action council inc	SUPERPAC
New republicans	SUPERPAC
Blue congress	SUPERPAC
Beaches environmental action committee (for) hospitality	SUPERPAC
Carolina senate fund	SUPERPAC
Athletic conservative moderate engagement	SUPERPAC
Srt	SUPERPAC
Keystone liberty	SUPERPAC
We the patriots inc	SUPERPAC
New voices new voters	SUPERPAC
American anthem	SUPERPAC
Driving democrats	SUPERPAC
Onward america	SUPERPAC
Peachtree	SUPERPAC
Artists for the future	SUPERPAC
No to joe	SUPERPAC
Protect long island	SUPERPAC
Miami-dade jewish alliance for positive leadership	SUPERPAC
True georgia conservatives	SUPERPAC
Work smarter america	SUPERPAC
Remembering the past, forming the future	SUPERPAC
Front porch progressives	SUPERPAC
Votar es poder	SUPERPAC
Southern equality alliance	SUPERPAC
Constitutional crisis	SUPERPAC
Unite and prosper	SUPERPAC
It's time for 46	SUPERPAC
Sg	SUPERPAC
Advocates for democracy	SUPERPAC
All the facts	SUPERPAC
Keep fl great	SUPERPAC
Choose democracy	SUPERPAC
Committee for a safe and healthy georgia	SUPERPAC
Braun freedom	SUPERPAC
Rural colorado united	SUPERPAC
Stop socialism now	SUPERPAC
Committee for urban resource and empowerment	SUPERPAC
Michigan action - federal account	SUPERPAC
Blue texas	SUPERPAC
Together for progress 2020	SUPERPAC
North florida future fund	SUPERPAC
Iowa values action	SUPERPAC
Michigan progressive action	SUPERPAC
Standing with conservatives	SUPERPAC
Center for essential information	SUPERPAC
Just the truth political action committee	SUPERPAC
Salvemos a puerto rico	SUPERPAC
Vox ira	SUPERPAC
Save democracy in america	SUPERPAC
Montana next	SUPERPAC
Swing state project	SUPERPAC
Keep kentucky great	SUPERPAC
Vetsbackingvets.Org	SUPERPAC
20 for 20 victory	SUPERPAC
Law & justice	SUPERPAC
Sunny boy group	SUPERPAC
Democratic group	SUPERPAC
Asian	SUPERPAC
Schlep labs	SUPERPAC
United states hedge fund managers 	SUPERPAC
United states department of health employees 	SUPERPAC
Wall street corporations 	SUPERPAC
Coalition to protect american values	SUPERPAC
Esafund	SUPERPAC
Grow	SUPERPAC
Christinepac	SUPERPAC
Carmen's list	SUPERPAC
Virginia tea party alliance	SUPERPAC
Economic strategy group	SUPERPAC
Renew delaware	SUPERPAC
A promise to our children	SUPERPAC
Solutions 2012	SUPERPAC
Ttbo 	SUPERPAC
American jobs alliance	SUPERPAC
United states for everyone 	SUPERPAC
Accomplish our mission	SUPERPAC
Anti-corruption revolution superpac; the	SUPERPAC
Inland empire taxpayers for jobs	SUPERPAC
Environmental majority	SUPERPAC
New virginia	SUPERPAC
Texas for liberty	SUPERPAC
We believe usa	SUPERPAC
Freedom pioneers action network	SUPERPAC
Connecticut for liberty	SUPERPAC
New directions for america	SUPERPAC
Abamcis securing the second amendment for america's future	SUPERPAC
Utes for a better tomorrow, tomorrow	SUPERPAC
Raptors for jesus	SUPERPAC
Conservative values project	SUPERPAC
Science!	SUPERPAC
California credit union league	SUPERPAC
Libertarian victory committee	SUPERPAC
Disassembly 	SUPERPAC
Americans for the win tomorrow	SUPERPAC
Latino empowerment	SUPERPAC
Empower citizens network	SUPERPAC
Friends of the majority	SUPERPAC
Sheet metal workers local union 104	SUPERPAC
China watch	SUPERPAC
Usa	SUPERPAC
Pivot point washington	SUPERPAC
Pennsylvania prosperity	SUPERPAC
Treasure coast jobs coalition	SUPERPAC
Patriot prosperity political action committee	SUPERPAC
Special corporation for ethics and justice in america	SUPERPAC
America shining	SUPERPAC
Muslim american vote	SUPERPAC
America on the move	SUPERPAC
Committee for an effective and trusted congressman	SUPERPAC
Indiana horse association	SUPERPAC
Delaware horse association	SUPERPAC
America vs obama	SUPERPAC
Rhode island horse association	SUPERPAC
Vermont horse association	SUPERPAC
Alaska horse association	SUPERPAC
Make america strong and secure	SUPERPAC
Ladies first 	SUPERPAC
Select our america	SUPERPAC
Indian americans for freedom	SUPERPAC
Polish american leadership political action committee	SUPERPAC
Standing for wisconsin families	SUPERPAC
Champions for change inc	SUPERPAC
Black men vote	SUPERPAC
United states maritime industry 	SUPERPAC
United states private equity industry 	SUPERPAC
Progressive colorado voters	SUPERPAC
National republican victory fund	SUPERPAC
Women speak out	SUPERPAC
Jobs for america's future political action committee inc; the	SUPERPAC
Freedom fund north america	SUPERPAC
Democratic liberal  of texas	SUPERPAC
Democratic liberal  of arizona	SUPERPAC
Republican conservative  of new jersey	SUPERPAC
Republican conservative  of missouri	SUPERPAC
Republican conservative  of alaska	SUPERPAC
Oklahoma democratic trust fund	SUPERPAC
South dakota democratic trust fund	SUPERPAC
Tennessee democratic trust fund	SUPERPAC
Idaho democratic trust fund	SUPERPAC
Kentucky republican club	SUPERPAC
Alaska democratic club	SUPERPAC
Colorado democratic club	SUPERPAC
Arizona democratic club	SUPERPAC
North dakota republican club	SUPERPAC
Oklahoma republican club	SUPERPAC
Oregon republican club	SUPERPAC
Kansas republican trust fund	SUPERPAC
Nevada republican trust fund	SUPERPAC
Humane united group	SUPERPAC
Representing reality	SUPERPAC
First in science	SUPERPAC
Projectxxact	SUPERPAC
America matters	SUPERPAC
Defeat hillary 	SUPERPAC
Alliance for the next generation	SUPERPAC
Millennials for america	SUPERPAC
No fools allowed nfa 	SUPERPAC
Committee to elect a progressive congress	SUPERPAC
Winning florida	SUPERPAC
Jobs for harlem	SUPERPAC
Montana solutions	SUPERPAC
Carolina patriot alliance	SUPERPAC
Edvengers; the	SUPERPAC
Time for hillary 	SUPERPAC
Letsallvote.Org	SUPERPAC
Enough is enough	SUPERPAC
Heartland campaign fund	SUPERPAC
Balance of power	SUPERPAC
America unleashed 	SUPERPAC
Our america fund	SUPERPAC
New majority for massachusetts	SUPERPAC
Leadership oregon can trust	SUPERPAC
Benghazi truth	SUPERPAC
Cambodian-americans political action committee	SUPERPAC
Americans for the conservation of liberty	SUPERPAC
Leadership project for america	SUPERPAC
Keep georgia red	SUPERPAC
Key states	SUPERPAC
American alliance	SUPERPAC
People first missouri	SUPERPAC
Progress arkansas superpac	SUPERPAC
Black americans for a better future	SUPERPAC
America first	SUPERPAC
We the people of dc	SUPERPAC
Iparty 	SUPERPAC
Growth political action committee ('growth	SUPERPAC
Beat reid	SUPERPAC
Americans for progress	SUPERPAC
Conservative leader review	SUPERPAC
Spirit of 76	SUPERPAC
Stand for principle	SUPERPAC
Long island law enforcement foundation	SUPERPAC
We cant breathe	SUPERPAC
Florida rising	SUPERPAC
Rar	SUPERPAC
Artspac	SUPERPAC
Latinos for government	SUPERPAC
Honor the usa 	SUPERPAC
Drunes are the future fka force awakens	SUPERPAC
Bring back american opportunity	SUPERPAC
Impact america's future	SUPERPAC
White lives matter	SUPERPAC
Americans for moderation	SUPERPAC
Stand for truth, inc.	SUPERPAC
Scipac	SUPERPAC
Advocate	SUPERPAC
American national bureau of commerce	SUPERPAC
American national bureau of justice	SUPERPAC
America's supermarkets industry roundtable	SUPERPAC
Idaho regional chamber of commerce	SUPERPAC
Nebraska regional chamber of commerce	SUPERPAC
South dakota regional chamber of commerce	SUPERPAC
Jewish chamber of commerce of america	SUPERPAC
Brazilian chamber of commerce of america	SUPERPAC
Austrian chamber of commerce of america	SUPERPAC
Emirati chamber of commerce of america	SUPERPAC
Uruguayan chamber of commerce of america	SUPERPAC
American action fund	SUPERPAC
American national economic development institute	SUPERPAC
United states presidential aides bureau	SUPERPAC
European continent professional volleyball league	SUPERPAC
European continent professional hockey league	SUPERPAC
European continent professional wrestling league	SUPERPAC
European continent professional judo league	SUPERPAC
Asian continent professional wrestling league	SUPERPAC
African continent professional tennis league	SUPERPAC
African continent professional soccer league	SUPERPAC
Caribbean region professional soccer league	SUPERPAC
North america continent professional tennis league	SUPERPAC
North america continent professional karate league	SUPERPAC
Central america countries professional baseball league	SUPERPAC
Central america countries professional wrestling league	SUPERPAC
Oceanian countries professional tennis league	SUPERPAC
Oceanian countries professional soccer league	SUPERPAC
Rising tide florida	SUPERPAC
International organization of tourism	SUPERPAC
International organization against crimes	SUPERPAC
International organization against drug trafficking	SUPERPAC
Australian culture bureau of america	SUPERPAC
Chinese culture bureau of america	SUPERPAC
Colombian culture bureau of america	SUPERPAC
Russian culture bureau of america	SUPERPAC
Fundem	SUPERPAC
World's movie stars association	SUPERPAC
World's ministers of tourism association	SUPERPAC
World's commercial banks association	SUPERPAC
World restaurants association	SUPERPAC
World's music recording studios association	SUPERPAC
Indiana celebrities and politicians masonic lodge	SUPERPAC
Ohio celebrities and politicians masonic lodge	SUPERPAC
Globe's wealthiest person josh larose private limousine drivers committee	SUPERPAC
Globe's wealthiest person josh larose endorsed congressmen committee	SUPERPAC
Globe's wealthiest person josh larose celebrities committee	SUPERPAC
World's richest person josue larose resorts committee	SUPERPAC
World's richest person josue larose beauty salons committee	SUPERPAC
World's richest person josue larose helicopter manufacturers committee	SUPERPAC
World's richest person josue larose automobile manufacturers committee	SUPERPAC
World's richest person josue larose property management companies committee	SUPERPAC
American alliance for equity	SUPERPAC
Illinois voices matter	SUPERPAC
Universe's greatest billionaire joshua larose trust companies committee	SUPERPAC
Universe's greatest billionaire joshua larose aircraft dealerships committee	SUPERPAC
Universe's greatest billionaire joshua larose insurance companies committee	SUPERPAC
Universe's greatest billionaire joshua larose mortgage servicers committee	SUPERPAC
Universe's greatest billionaire joshua larose resorts committee	SUPERPAC
Universe's greatest billionaire joshua larose nursing homes committee	SUPERPAC
Universe's greatest billionaire joshua larose airlines companies committee	SUPERPAC
Universe's greatest billionaire joshua larose entertainment companies committee	SUPERPAC
Universe's greatest billionaire joshua larose shopping malls committee	SUPERPAC
God	SUPERPAC
Random journal ; the	SUPERPAC
Forward philadelphia	SUPERPAC
Brave new america	SUPERPAC
Writewayout	SUPERPAC
For freedoms	SUPERPAC
Green education usa	SUPERPAC
Tree of liberty	SUPERPAC
Stop the fools	SUPERPAC
Future is 2040; the	SUPERPAC
Patriots united	SUPERPAC
Pacoh.Io	SUPERPAC
National latino victory	SUPERPAC
Strong leadership for america	SUPERPAC
Citizens 4 a better america	SUPERPAC
Lagniappe	SUPERPAC
Yakety - yak	SUPERPAC
Florida works	SUPERPAC
Democratic house	SUPERPAC
Voice of americans overseas	SUPERPAC
Principled leadership project	SUPERPAC
Retired american warriors	SUPERPAC
Our shared future	SUPERPAC
Khans for democrats	SUPERPAC
One nation united	SUPERPAC
Earn international union of operating engineers	SUPERPAC
Gets the job done! Long island	SUPERPAC
Families for a fair new york	SUPERPAC
Bipartisan alaskans against murkowski	SUPERPAC
Stop to think usa	SUPERPAC
Grassroots democratic empowerment	SUPERPAC
Venusians against greedy ignorant nasty americans	SUPERPAC
Ultraviolet	SUPERPAC
Sagebrush country, llc	SUPERPAC
Morristown first	SUPERPAC
Great america agenda political action committee	SUPERPAC
Forward majority action	SUPERPAC
Massachusetts first	SUPERPAC
Ohio first	SUPERPAC
Loyal opposition; the	SUPERPAC
Nj7 citizens for change	SUPERPAC
Lincoln-roosevelt	SUPERPAC
Cfg action ohio	SUPERPAC
Blood	SUPERPAC
Courage for progress	SUPERPAC
Coalition for american veterans political action committee (coalition for american veterans	SUPERPAC
The anti social justice league of america	SUPERPAC
Keystone strong	SUPERPAC
Arizona goldwater tradition	SUPERPAC
Americans together	SUPERPAC
Stronger freedom political action committee	SUPERPAC
Vets united	SUPERPAC
Pennsylvanians for conservative policies	SUPERPAC
Drain the dc swamp	SUPERPAC
Defend freedom	SUPERPAC
American coalition for injured veterans	SUPERPAC
Reasonable republicans llc	SUPERPAC
Commonwealth conservative leadership fund	SUPERPAC
Delivering for california	SUPERPAC
Fighting for california	SUPERPAC
Latinx	SUPERPAC
Homeless veterans coalition	SUPERPAC
Citizens for a stronger new jersey	SUPERPAC
Shut down the gop	SUPERPAC
Battleground group	SUPERPAC
Maryland families first	SUPERPAC
Make our voices educationally supportive (aka) m.O.V.E.S	SUPERPAC
We must resist	SUPERPAC
Ohio citizens for home rule	SUPERPAC
Outsider	SUPERPAC
Democracy first	SUPERPAC
Buckspac	SUPERPAC
One america	SUPERPAC
California justice	SUPERPAC
Rural and red political action committee	SUPERPAC
Arizonans for life	SUPERPAC
The nc opportunity fund, inc.	SUPERPAC
The right answer committee	SUPERPAC
Revive american democracy	SUPERPAC
Change now	SUPERPAC
Stand with america	SUPERPAC
Metapac	SUPERPAC
Proactive american people proudly against socialism	SUPERPAC
Casa in action	SUPERPAC
Women impacting america	SUPERPAC
Americans for america for a better tomorrow whenever	SUPERPAC
Protect our kids and our healthcare	SUPERPAC
Friends of racing inc	SUPERPAC
Act now fund	SUPERPAC
Alaska votes	SUPERPAC
Michigan liberation action fund	SUPERPAC
Manumission	SUPERPAC
Democracy	SUPERPAC
More jobs, less government	SUPERPAC
The red state project	SUPERPAC
Virginia plus	SUPERPAC
1820	SUPERPAC
State victory fund 	SUPERPAC
Constitutional freedom fund	SUPERPAC
Affordable education america	SUPERPAC
America first	SUPERPAC
Oregon progressive delegates	SUPERPAC
Edf action votes	SUPERPAC
Hand of god	SUPERPAC
New journey	SUPERPAC
Wefightforamerica	SUPERPAC
Westminster-united	SUPERPAC
Help mager 	SUPERPAC
Defend texas fund	SUPERPAC
Free the island	SUPERPAC
Santa clara community	SUPERPAC
Our south jersey	SUPERPAC
Awesome 	SUPERPAC
Amerifund	SUPERPAC
Team goldsboro	SUPERPAC
Country above party	SUPERPAC
Pa betterment 	SUPERPAC
Arizona leadership alliance	SUPERPAC
Climatenet	SUPERPAC
Sunshine state 	SUPERPAC
Middle class fighting to restore arizona's unity and decency	SUPERPAC
Red five	SUPERPAC
Youth political action committee (youpac)	SUPERPAC
Red white and definitely blue	SUPERPAC
Operation restore inc	SUPERPAC
Lone star forward	SUPERPAC
Blacks economic security today trust (best trust)	SUPERPAC
It's the kids . . . Stupid	SUPERPAC
Asian american advocacy fund	SUPERPAC
Jersey real	SUPERPAC
Fifty stars	SUPERPAC
Concerned citizen	SUPERPAC
Pro-israel america action fund (pia action fund)	SUPERPAC
Agenda usa	SUPERPAC
Global canine network	SUPERPAC
Ag together	SUPERPAC
Undivided purpose	SUPERPAC
Don't be dumb	SUPERPAC
Honesty america, inc	SUPERPAC
Fight for the american dream	SUPERPAC
Ima	SUPERPAC
Doctors in politics	SUPERPAC
Kansas conservatives	SUPERPAC
Ridin' for progress	SUPERPAC
Campaign for a new america	SUPERPAC
Conservatives for a better pennsylvania	SUPERPAC
Late breakers	SUPERPAC
Chaldeans for president trump 2020	SUPERPAC
Reasonable americans of texas	SUPERPAC
Americans 1st	SUPERPAC
Atu action fund	SUPERPAC
Upstate strong	SUPERPAC
Moms for safe neighborhoods	SUPERPAC
Puerto rico mejor futuro	SUPERPAC
Save our future	SUPERPAC
Preserve america	SUPERPAC
Tjd	SUPERPAC
Act 4 greater america corp.	SUPERPAC
Action america 	SUPERPAC
Dobid for america	SUPERPAC
Montana wildlife action fund	SUPERPAC
The lincoln initiative for ethics in politics, llc	SUPERPAC
Americans for a cleaner world	SUPERPAC
Women's march win	SUPERPAC
The election is now	SUPERPAC
River road	SUPERPAC
Popular vote project	SUPERPAC
Save our country stop the squad	SUPERPAC
Save the us senate	SUPERPAC
Bac political education fund	SUPERPAC
Save our nation	SUPERPAC
Pos-go ie	SUPERPAC
November coalition	SUPERPAC
Restore the republic	SUPERPAC
Fair elections matter	SUPERPAC
Buckeye conservatives	SUPERPAC
Commonwealth conservative fund	SUPERPAC
Hold the line	SUPERPAC
Civic data	SUPERPAC
No surrender ny	SUPERPAC
Charles r downs 	SUPERPAC
Muslim usa	SUPERPAC
Buckeyes for a strong ohio	SUPERPAC
The center for american values	SUPERPAC
Gatekeepers	SUPERPAC
Americans for border security	SUPERPAC
Change for arizona 2024	SUPERPAC
Snake river citizens for liberty	SUPERPAC
Police crimeline fund	SUPERPAC
Matthew j agee	SUPERPAC
United by freedom	SUPERPAC
Women of the west	SUPERPAC
Move freely america	SUPERPAC
Truth and courage	SUPERPAC
Get the job done	SUPERPAC
Equanimity democrats	SUPERPAC
Atap	SUPERPAC
Honor pennsylvania, inc.	SUPERPAC
Georgians for strong families, inc.	SUPERPAC
Fair courts america	SUPERPAC
Free america	SUPERPAC
Take it back virginia	SUPERPAC
Senate majority fund	SUPERPAC
Build and protect ok	SUPERPAC
Safeguarding oklahoma values	SUPERPAC
Your mississippi neighbors	SUPERPAC
Voices for peace	SUPERPAC
Americans for strong leadership	SUPERPAC
Forward progress	SUPERPAC
Tennessee immigrant and refugee rights coalition votes action	SUPERPAC
Florida leadership	SUPERPAC
Crypto freedom	SUPERPAC
Alohaaina national committee inc	SUPERPAC
Stark leadership	SUPERPAC
Pushmataha	SUPERPAC
Stand for new york committee	SUPERPAC
American institute for children's rights	SUPERPAC
Hawaii conservatives	SUPERPAC
Dolores huerta political action committee	SUPERPAC
Freedom our republic truly expects	SUPERPAC
Frontiers of freedom action, inc.	SUPERPAC
Daga federal	SUPERPAC
The american dream	SUPERPAC
Campaign for jobs and opportunity	SUPERPAC
Democratic advancement	SUPERPAC
Senate advocacy fund	SUPERPAC
Vote values	SUPERPAC
Ohio republican	SUPERPAC
Naral freedom fund	SUPERPAC
America's partnership for public safety	SUPERPAC
Keep u.S. Green	SUPERPAC
It's not ok	SUPERPAC
Conservative alliance	SUPERPAC
Tippingpoint 2020	SUPERPAC
Conservatives of	SUPERPAC
Concerned conservatives, inc.	SUPERPAC
Conservative cattlemans	SUPERPAC
Visual disobedience campaign committee	SUPERPAC
Chinese american civil rights action	SUPERPAC
New jersey now action fund	SUPERPAC
Leap	SUPERPAC
Progressive front	SUPERPAC
Flip the senate	SUPERPAC
Honesty in congress	SUPERPAC
Carbon neutral	SUPERPAC
Committee to restore sanity	SUPERPAC
Safe haven	SUPERPAC
Law & order	SUPERPAC
Millennials for progress	SUPERPAC
Democracyone,inc.	SUPERPAC
Humans for democracy	SUPERPAC
Colorado rising	SUPERPAC
The  blockchain censorship alliance	SUPERPAC
Citizens for an undivided america 	SUPERPAC
Citizens for an undivided america	SUPERPAC
Small business advocates	SUPERPAC
Deschedulenow.Org	SUPERPAC
Pro life new york	SUPERPAC
People of principle	SUPERPAC
Georgia action fund	SUPERPAC
Firefighters support association	SUPERPAC
Restore america's prosperity, inc.	SUPERPAC
Autistic advancement	SUPERPAC
American potential fund	SUPERPAC
Rogue	SUPERPAC
Good governmnent	SUPERPAC
Freedome 4 all	SUPERPAC
Republican party	SUPERPAC
Democratic party	SUPERPAC
California moderate voices	SUPERPAC
Americans working together	SUPERPAC
#fixit action fund	SUPERPAC
Regular people	SUPERPAC
Maverick action, inc.	SUPERPAC
Citizens for common sense usa	SUPERPAC
Hoosier horizon	SUPERPAC
Wyoming strong action	SUPERPAC
Peoples fund	SUPERPAC
Texans for fairness	SUPERPAC
Asian americans against trump	SUPERPAC
King's list	SUPERPAC
Victory new mexico	SUPERPAC
Super indie	SUPERPAC
Defend democracy	SUPERPAC
Missouri freedom builders, inc.	SUPERPAC
Heart disease network of america llc	SUPERPAC
Duty and country	SUPERPAC
Paction	SUPERPAC
Planned parenthood votes ohio	SUPERPAC
Citizens for a resilient america and pizza	SUPERPAC
Ceteris paribus	SUPERPAC
America speaks	SUPERPAC
Together for change	SUPERPAC
Drain the swamp ohio	SUPERPAC
With honor fund, inc.	SUPERPAC
Veritas truth is freedom	SUPERPAC
Lobby corp.	SUPERPAC
American judicial party	SUPERPAC
Imperium	SUPERPAC
American integrity project	SUPERPAC
Mountain state	SUPERPAC
Maga 	SUPERPAC
U r fake news	SUPERPAC
Pacronym	SUPERPAC
Time to act	SUPERPAC
Yes we can 	SUPERPAC
Trusted hoosiers	SUPERPAC
Brighter future coalition	SUPERPAC
Dow	SUPERPAC
Progress for virginia	SUPERPAC
Fifty blue	SUPERPAC
National committee against athletic servitude	SUPERPAC
Coalition for american veterans	SUPERPAC
Freedom builders, inc	SUPERPAC
Project 420 for criminal justice reform	SUPERPAC
Ivote action fund	SUPERPAC
Ohio in action 	SUPERPAC
Citzens for american energy federal	SUPERPAC
Association for emergency responders and firefighters,	SUPERPAC
Panhandle victory fund	SUPERPAC
America with hillary	SUPERPAC
Women for a great america	SUPERPAC
Young aware americans	SUPERPAC
Votes for america	SUPERPAC
Liberty on the ballot	SUPERPAC
Stronger together nyc	SUPERPAC
Ren alliance for vallance	SUPERPAC
Character is essential	SUPERPAC
Real people for america	SUPERPAC
Americans united for responsible leadership	SUPERPAC
Solutions nj	SUPERPAC
Wisconsin right to life victory fund	SUPERPAC
Accountable leadership	SUPERPAC
15104; the	SUPERPAC
Universe's greatest billionaire joshua larose automobile manufacturers committee	SUPERPAC
Universe's greatest billionaire joshua larose hospices committee	SUPERPAC
Universe's greatest billionaire joshua larose universities committee	SUPERPAC
Universe's greatest billionaire joshua larose electricity companies committee	SUPERPAC
Universe's greatest billionaire joshua larose trade companies committee	SUPERPAC
Push start	SUPERPAC
World's richest person josue larose petroleum companies committee	SUPERPAC
World's richest person josue larose boat dealerships committee	SUPERPAC
World's richest person josue larose savings banks committee	SUPERPAC
Globe's wealthiest person josh larose endorsed state treasurers committee	SUPERPAC
Globe's wealthiest person josh larose private receptionists committee	SUPERPAC
Globe's wealthiest person josh larose private medical assistants committee	SUPERPAC
Globe's wealthiest person josh larose diplomatic advisors committee	SUPERPAC
Globe's wealthiest person josh larose private airplane pilots committee	SUPERPAC
Our principles	SUPERPAC
Nebraska celebrities and politicians masonic lodge	SUPERPAC
Kansas celebrities and politicians masonic lodge	SUPERPAC
Iowa celebrities and politicians masonic lodge	SUPERPAC
World hotels association	SUPERPAC
World's ministers of defense association	SUPERPAC
World's ministers of finance association	SUPERPAC
World economic empire	SUPERPAC
World bankers association	SUPERPAC
Turkish culture bureau of america	SUPERPAC
Mexican culture bureau of america	SUPERPAC
French culture bureau of america	SUPERPAC
Bahamian culture bureau of america	SUPERPAC
American indians tribal government of wyoming	SUPERPAC
American indians tribal government of south carolina	SUPERPAC
American indians tribal government of oklahoma	SUPERPAC
American indians tribal government of nebraska	SUPERPAC
American indians tribal government of georgia	SUPERPAC
Caribbean region professional racquetball league	SUPERPAC
African continent professional softball league	SUPERPAC
African continent professional baseball league	SUPERPAC
South america continent professional judo league	SUPERPAC
Asian continent professional football league	SUPERPAC
European continent professional karate league	SUPERPAC
World professional wrestling league	SUPERPAC
World professional tennis league	SUPERPAC
United states congressional aides bureau	SUPERPAC
United states political debates committee	SUPERPAC
Polictical action committee republicans against tyranny	SUPERPAC
South korean chamber of commerce of america	SUPERPAC
Belgian chamber of commerce of america	SUPERPAC
British chamber of commerce of america	SUPERPAC
Arizona regional chamber of commerce	SUPERPAC
Trump usa 	SUPERPAC
America's mortgage industry roundtable	SUPERPAC
America's airlines industry roundtable	SUPERPAC
America's retail stores industry roundtable	SUPERPAC
America's hotels industry roundtable	SUPERPAC
Fortune 500 companies federal 	SUPERPAC
Ignorance is bliss	SUPERPAC
America ascendant	SUPERPAC
West virginia & appalachian laborers' district council for prosperity	SUPERPAC
Facts united	SUPERPAC
21st century granite leadership	SUPERPAC
A new voice for maryland	SUPERPAC
Fighting for florida fund	SUPERPAC
U.S. Veteran national political committee	SUPERPAC
Virginia for usa	SUPERPAC
Impact millennial	SUPERPAC
Democrats for life of america independent	SUPERPAC
Invest in americans	SUPERPAC
New york jobs council	SUPERPAC
America forward	SUPERPAC
Keep the promise iii	SUPERPAC
Empowering america fund	SUPERPAC
Start over	SUPERPAC
Screen actors guild	SUPERPAC
Money is not a megaphone	SUPERPAC
Israel of god	SUPERPAC
Choose the right	SUPERPAC
Blakpac	SUPERPAC
Millennial	SUPERPAC
New generation leadership fund	SUPERPAC
Advancing freedom fund	SUPERPAC
Survey group	SUPERPAC
Inland empire taxpayers association federal	SUPERPAC
Our voices matter	SUPERPAC
Leading america's future	SUPERPAC
Bluegrass rural	SUPERPAC
Honest west virginians	SUPERPAC
Veterans for congress (vfc*pac)	SUPERPAC
Republican women alliance	SUPERPAC
Leadership america	SUPERPAC
America for technocratic action ata	SUPERPAC
Accountability project political action committee (pac); the	SUPERPAC
Ct black republicans and conservatives	SUPERPAC
Soldier	SUPERPAC
Latinos for 2020	SUPERPAC
Voteblue	SUPERPAC
New hampshire priorities	SUPERPAC
Leadership america	SUPERPAC
Right focus; the	SUPERPAC
Michigan pipe trades association independent expenditure committee (mpac) independent expenditure co	SUPERPAC
Clear the way	SUPERPAC
Gates of learning	SUPERPAC
Patriot next 	SUPERPAC
North central wv tea party	SUPERPAC
Harrison county wv victory fund	SUPERPAC
One voice of many independent expenditure political action committee (one voice of many)	SUPERPAC
New republican	SUPERPAC
Bearded entrepreneurs for the advancement of a responsible democracy	SUPERPAC
Akyumen society; the	SUPERPAC
 for women	SUPERPAC
Middle class 	SUPERPAC
Morningstar coalition inc	SUPERPAC
Battleground texas	SUPERPAC
Start up america 	SUPERPAC
Win minnesota federal	SUPERPAC
Vermont republican club	SUPERPAC
Texas republican club	SUPERPAC
Delaware democratic club	SUPERPAC
